subject,predicate,object,valid_from,valid_to,source_document,source_clause,version
investor:2215_32092,name,Clanfield Lanbeck Yardgarth of Ostdale,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,target_account_id,19002,2021-11-30,,Investors List (Corvus),,v1
investor:2215_32092,commitment,6958000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,commitment_share,0.038656,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,called_31mar2026,4522700.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,unfunded_31mar2026,2435300.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:2215_32092,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,name,Innfield Brinbeck Global Private Equity LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,target_account_id,15210,2021-11-30,,Investors List (Corvus),,v1
investor:6250_22863,commitment,5275000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,commitment_share,0.029306,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,called_31mar2026,3428750.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,unfunded_31mar2026,1846250.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:6250_22863,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,name,NUV16CIL Penmont Ltd.,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,target_account_id,68252,2021-11-30,,Investors List (Corvus),,v1
investor:0203_02361,commitment,3974000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,commitment_share,0.022078,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,called_31mar2026,2583100.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,unfunded_31mar2026,1390900.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:0203_02361,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,name,"Zellworth Capital, a VEJ of Zellworth Family Holdings, LLC, a Cantley limited liability company",2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,target_account_id,55751,2021-11-30,,Investors List (Corvus),,v1
investor:5160_94021,commitment,2813000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,commitment_share,0.015628,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,called_31mar2026,1828450.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,unfunded_31mar2026,984550.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5160_94021,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,name,"Nethbury Norvale Private Equity Fund, FEL",2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,target_account_id,43545,2021-11-30,,Investors List (Corvus),,v1
investor:5210_59843,commitment,2462000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,commitment_share,0.013678,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,called_31mar2026,1600300.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,unfunded_31mar2026,861700.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:5210_59843,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,name,Renberg Grenshaw Oakwold Yardgarth,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,target_account_id,66531,2021-11-30,,Investors List (Corvus),,v1
investor:3009_03432,commitment,2462000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,commitment_share,0.013678,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,called_31mar2026,1600300.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,unfunded_31mar2026,861700.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3009_03432,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,name,VAX Norvale Holdings LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,target_account_id,76819,2021-11-30,,Investors List (Corvus),,v1
investor:3165_39026,commitment,1306000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,commitment_share,0.007256,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,called_31mar2026,848900.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,unfunded_31mar2026,457100.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3165_39026,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,rdf:type,LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,name,Renberg Grenshaw Norstead Umbholm and NODE,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,target_account_id,44274,2021-11-30,,Investors List (Corvus),,v1
investor:3043_04282,commitment,1055000.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,commitment_share,0.005861,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,called_31mar2026,685750.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,unfunded_31mar2026,369250.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,mgmt_fee_rate_pa,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,fee_basis,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,fee_inside_commitment,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,fee_offset_pct,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,fee_exempt,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,notices_contact,Investor of record (subscription form),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:3043_04282,notices_email,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1, 8.3, 8.5, 12.2",v1
investor:GP,rdf:type,GP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,name,Kestrel Lammwick GP LLC,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,invests_in,entity:2254,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,commitment,0.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,commitment_share,0.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,called_31mar2026,0.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,unfunded_31mar2026,0.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,mgmt_fee_rate_pa,0.0,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,fee_basis,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,fee_inside_commitment,n/a,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,fee_exempt,Y,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,mfn,N,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,cas_deadline_days,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,notices_contact,Kestrel Capital Investor Relations,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
investor:GP,notices_email,ir@kestrelcap.example,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),"8.1(c), 12.2",v1
entity:2254,entity,Kestrel Lammwick Co-Invest LP,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),1,v1
entity:2254,entity_id_corvus,2254,2021-11-30,,LE Mapping,,v1
entity:2254,currency,USD,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),1,v1
entity:2254,total_commitments,179999000,2021-11-30,,Derived: observed Q2 allocation shares x USD 180m,,v1
entity:2254,final_close,2021-11-30,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),3.2,v1
entity:2254,investment_period_end,2027-12-31,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),3.4,v1
entity:2254,mgmt_fee_rate_pa_default,0.01,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.1(a),v1
entity:2254,mgmt_fee_basis_investment_period,Commitment,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.1(a),v1
entity:2254,mgmt_fee_basis_after_investment_period,Invested Capital,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.1(b),v1
entity:2254,mgmt_fee_payment,"Quarterly in arrears, within 10 business days of quarter end",2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.2,v1
entity:2254,mgmt_fee_drawn_inside_commitment_default,N (called in addition to Commitment),2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.3,v1
entity:2254,fee_offset_pct_default,0.8,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),8.5,v1
entity:2254,preferred_return,0.08,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),9.2,v1
entity:2254,carried_interest,0.1,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),9.3,v1
entity:2254,cas_deadline_days_default,60,2021-11-30,,LPA key terms schedule - Kestrel Lammwick Co-Invest LP (extract),12.2,v1
entity:2254,invested_capital_30jun2026,150000000.0,2026-06-30,,Synthetic entity net invested cost,,v1
